,origin,bar_name,cocoa_%,ingredients,review,rating
1321,Mexico,Dark,72.0,"5- B,S,C,V,L","sweet, vanilla domintates, nut",2.0
1322,Colombia,"Tumaco, batch 113",70.0,"3- B,S,C","poor finish, cocoa, grassy",3.25
1323,Dominican Republic,"La Red, Guanconjeco",60.0,"2- B,S","gritty, overly sweet, citrus",3.0
1324,Belize,Belize,70.0,"2- B,S","gritty, sour, berries",3.0
1325,Vietnam,Vietnam,70.0,"2- B,S","sticky, molasses, sour",3.0
1326,Mexico,Xoconusco,70.0,"2- B,S","medium roast, nutty",3.25
1327,Mexico,"Xoconusco, triple turned",70.0,"2- B,S","intense, high acidity",3.75
1328,Madagascar,Mava Sa Ferme D'ottange,70.0,"2- B,S","roasty, nutty",3.0
1329,Philippines,Kablon Farm,70.0,"2- B,S","nuts, dried fruit, grassy",3.25
1330,Papua New Guinea,Gazelle,70.0,"2- B,S","astringent, smomkey cocoa",3.25
1331,Colombia,H. Betulia B6,70.0,"2- B,S","light color,",3.0
1332,Peru,San Martin,72.0,"2- B,S","intense, pungent, tangy",2.5
1333,Venezuela,Ocumare,72.0,"3- B,S,C","nutty, pungent, sour",2.75
1334,Belize,Belize,72.0,"3- B,S,C","nutty, sour milk",3.0
1335,Madagascar,Sambirano Valley,72.0,"3- B,S,C","strawberry, intense, sour",3.25
1336,Belize,Belize,90.0,"2- B,S","intense, spicy, pungent",3.25
1337,Dominican Republic,Elvesia,72.0,"3- B,S,C","spicy, molasses, earthy",3.25
1338,Dominican Republic,ROIG,72.0,"3- B,S,C","earthy, fatty, tea",3.25
1339,Haiti,"Kafupbo, Petit Bourg, De Borgnes",70.0,"4- B,S,C,L","spicy, vanilla, dairy",3.25
1340,Peru,"Maranon, Fortunato No. 4",70.0,"4- B,S,C,L","astringent, unbalanced, off",2.75
1341,Brazil,"Bahia, Fazenda Camboa",70.0,"4- B,S,C,L","creamy, mild flavors",3.75
1342,Ecuador,"Los Rios, Hacienda Limon, Heirloom",70.0,"4- B,S,C,L",oranges,3.75
1343,Uganda,Uganda,72.5,"5- B,S,C,V,Sa","vanilla, earth, cardboard",2.5
1344,Dominican Republic,Hispaniola,72.5,"5- B,S,C,V,Sa","vanilla, candy-like, sour milk",3.0
1345,Ecuador,Ecuador,72.5,"5- B,S,C,V,Sa","intense, bourbon, vanilla",2.5
1346,Madagascar,Madagascar,72.5,"5- B,S,C,V,Sa",mild vanilla and mild fruit,3.0
1347,Madagascar,Madagascar,64.0,"5- B,S,C,V,L","smooth, rich, lemon",3.5
1348,Bolivia,Bolivian,68.0,"5- B,S,C,V,L","rich, spice, cheese",3.0
1349,Grenada,Grenada,75.0,"5- B,S,C,V,L","creamy, cocoa, spice",3.25
1350,Dominican Republic,Dominican Republic,74.0,"5- B,S,C,V,L","simple, rich hot cocoa",3.75
1351,Venezuela,Venzuela,71.0,"5- B,S,C,V,L","cocoa, nutty, acidic, burning",3.0
1352,Ecuador,Quito,74.0,"5- B,S,C,V,L","spicy, roasty, coffee",3.75
1353,Peru,Peru,74.0,"5- B,S,C,V,L","floral, soapy, earthy",3.25
1354,Brazil,Brazil,70.0,"5- B,S,C,V,L","creamy, woody, nutty",4.0
1355,Venezuela,Chuao,68.0,"5- B,S,C,V,L","berry, rich cocoa dominates",3.75
1356,Fiji,"Fiji, batch 51019",68.0,"3- B,S,C","unrefined, sweet, basic cocoa",3.0
1357,Peru,"Lumas, 2015 Harvest, Batch 6, brown sugar",70.0,"3- B,S,C","molasses, cardboard, off note",2.25
1358,Peru,"Lumas, 2015 Harvest, Batch 7",70.0,"3- B,S,C","metallic, cardboard, fruit",2.5
1359,Belize,"Belize, 2014 Harvest, Batch 9",70.0,"3- B,S,C","nutty, fatty",3.0
1360,Peru,"Tumbes, 2013 Harvest, Batch 8",70.0,"3- B,S,C","grit, earthy, musty",3.0
1361,Dominican Republic,Oko Caribe,70.0,"2- B,S","anise, spicy, earthy",3.0
1362,Peru,Maranon,75.0,"2- B,S","earthy, molasses, dried fruit",3.0
1363,Belize,"Maya Mtn, Toledo",70.0,"4- B,S,C,L","molasses, high acidity",3.25
1364,Guatemala,"Lachua, Cacao Verapaz",70.0,"2- B,S","tart, molasses, grits",3.25
1365,Belize,"Maya Mtn, 2017 harvest",70.0,"2- B,S","fruit, cocoa, grape",3.5
1366,Guatemala,"Asochivite, 2017 harvest",70.0,"2- B,S","dry, melon, cocoa",3.5
1367,Peru,"Piura Blanco, 2018 harvest",72.0,"2- B,S","sandy, grapes",3.5
1368,Blend,"Cuana, 2008, Ven., Indonesia, Ecuad.",74.0,"4- B,S,C,L","roasty, dark berry, rich",3.5
1369,Ghana,Akosombo,68.0,"4- B,S,C,L","rich cocoa, burning sensation",3.25
1370,Venezuela,"Porcelana, Pariguan",69.0,"4- B,S,C,L","nutty, grassy, rich cocoa",3.5
1371,Blend,Kuruba,60.0,"4- B,S,C,L","rich, sweet, cocoa, intense",3.0
1372,Blend,Orinoco,60.0,"4- B,S,C,L","cocoa, caramel, sweet",3.75
1373,Grenada,Grenada,68.0,"4- B,S,C,L","rich, vegetal, banana, spice",3.5
1374,Dominican Republic,Loma Sotavento,66.0,"4- B,S,C,L","nutty, pear, sour milk",3.5
1375,Blend,"Cuana, 2013, Africa, Carribean, C. Am.",74.0,"4- B,S,C,L","brownie, cocoa, sour, sweet",2.75
1376,Tobago,Tobago,60.0,"4- B,S,C,L","creamy, rich, dairy, nutty",3.25
1377,Ecuador,"Acarigua, w/ nibs",56.0,"4- B,S,C,L","sweet, nutty, cocoa",3.25
1378,Peru,Peruvian Amazon,72.0,"3- B,S,C","peanut butter, burnt rubber",2.5
1379,Ecuador,Vinces,60.0,"3- B,S,C","sweet, fudgey, tang",3.25
1380,Mexico,"Almendra Blanca, Blanco Marfil, Jimenez Garcia",70.0,"2- B,S","rich cocoa, mild fruit & nut",3.5
1381,Mexico,"Xoconusco, Chiapas, Coop CASFA",70.0,"2- B,S","mild hammy, roasty, sour",3.0
1382,Mexico,"Uranga, Chiapas, Jimenez Garcia farm",70.0,"2- B,S","citrus,prononced orange",3.5
1383,Cuba,Cuba,70.0,"4- B,S,C,L","fatty, roasty, coffee, off note",2.75
1384,Blend,Trinidad-Tobago,68.0,"4- B,S,C,L","nutty, woody, leathery",2.75
1385,Madagascar,"Madagascar, Batch 59/100",75.0,"4- B,S,C,L","roasty, sour, cardboard",2.75
1386,Vietnam,"Vietnam, Batch 50/100",75.0,"4- B,S,C,L","gritty, roasty, waxy, off",2.75
1387,Cuba,"Cuba, Batch 59/100",75.0,"4- B,S,C,L","slight burnt, astringent, fruit",3.0
1388,Peru,"Peru, Batch 51/100",75.0,"4- B,S,C,L","sandy, fatty, roasty, fruit",3.25
1389,Ivory Coast,"Ivory Coast, Batch 56/100",75.0,"4- B,S,C,L","roasty, nutty, rich cocoa",3.0
1390,Sao Tome,"Sao Tome, Batch 151",75.0,"4- B,S,C,L","rich, roasty, nutty, smoke",3.5
1391,Brazil,"Bahia, Batch 148",75.0,"4- B,S,C,L","smokey, rich cocoa, spice",3.25
1392,Vietnam,"Lam Dong, Batch 153",75.0,"4- B,S,C,L","creamy, mild honey, floral",3.75
1393,Brazil,Catongo,70.0,"3- B,S,C","floral, caramel",3.5
1394,Tanzania,Tanzania,75.0,"3- B,S,C","dry, roasty, toffee",2.5
1395,Venezuela,Carenero Superior,75.0,"5- B,S,C,V,L","chalky, fatty, sweet",3.0
1396,Venezuela,Rio Caribe,75.0,"5- B,S,C,V,L","chalky, cocoa, tangy",3.0
1397,Blend,"Peru, Ecuador, Venezuela",72.0,"5- B,S,C,V,L","fatty, nutty, woody",3.0
1398,Nicaragua,Rugoso,80.0,"2- B,S","spicy, grassy, roasty",3.5
1399,Nicaragua,Nueva Guinea,71.0,"3- B,S,C","simple, earthy, cocoa",3.0
1400,Honduras,San Pedro Sula,70.0,"3- B,S,C","sandy, rich cocoa",3.25
1401,Nicaragua,"Nicaliso, Bocay",73.0,"3- B,S,C","complex, dairy, roasty",3.5
1402,Bolivia,"Tranquilidad, Itinez Province",74.0,"3- B,S,C","well balanced, melon",3.75
1403,Costa Rica,Upala,70.0,"3- B,S,C","base cocoa, mild ham, woody",3.25
1404,Colombia,"Chucuri, finca los lagos el Carmen",70.0,"3- B,S,C","sandy, off, hammy",2.75
1405,Peru,Piura,70.0,"3- B,S,C","sandy, light color, grape",3.5
1406,Peru,Maranura,70.0,"2- B,S","intense, sticky, cocoa",3.5
1407,Bolivia,Beniamo,70.0,"2- B,S","dried fruit, nutty, mushroom",3.25
1408,Trinidad,"San Juan Estate, Gran Couva",70.0,"2- B,S","cocoa, spice, fruit",3.5
1409,Costa Rica,San Andres,70.0,"2- B,S","roasty, black pepper, woody",3.0
1410,Dominican Republic,"La Red, Guaconejo",70.0,"2- B,S","red fruit, brownie",3.25
1411,Tanzania,Kokoa Kamili,70.0,"2- B,S","subtle, spicy, banana",3.5
1412,Liberia,Liberia,70.0,"2- B,S","floral, black licorice",3.25
1413,Belize,"Maya Mtn, Batch 18, Heirloom",70.0,"2- B,S","smokey, mild berry",3.25
1414,Honduras,"La Masica, Batch 7, FHIA",70.0,"2- B,S","strong raspberry, mocha",3.5
1415,Peru,Ucayali,70.0,"3- B,S,C","mild, licorice, coffee, cocoa",4.0
1416,Ghana,Ashanti,70.0,"3- B,S,C",brownie,3.75
1417,Jamaica,"Bachelor's Hall, batch 0001",70.0,"3- B,S,C","woody, mocha, molasses",3.25
1418,Bolivia,"Tranquilidad, beniano",70.0,"3- B,S,C","spoiled milk, sweet, molasses",3.25
1419,Sao Tome & Principe,"Satocao, limited ed., batch 2",70.0,"3- B,S,C","buttery, sunflower, astringent",3.5
1420,U.S.A.,"Maui Kuia E., Hawaii, 2018-2019 h., batch 1",70.0,"3- B,S,C",home baked banana nut bread,3.75
1421,Madagascar,Sambirano,71.0,"3- B,S,C","sandy, citrus",3.5
1422,Madagascar,Madagascar,70.0,"2- B,S","sweet edge, bright fruit, off",3.0
1423,Peru,Perfect Illusion,65.0,"2- B,S","creamy, strawberry, cocoa",3.5
1424,Bolivia,"Bolivia, Wild Thing",68.0,"2- B,S","fatty, nutty, melon like",3.5
1425,Peru,La Selva,68.0,"2- B,S","rich cocoa, spicy edge",3.75
1426,Blend,"Purple Haze, Venezuela, Dom. Rep.",75.0,"2- B,S","grits, roasted, nutty",2.75
1427,Dominican Republic,"The Other One, Grand Cru",74.0,"2- B,S","fatty, roasty, cocoa",3.0
1428,Bolivia,Wild Thing,68.0,"2- B,S","fatty, grassy, cocoa",3.5
1429,Blend,Excellence (US Version),85.0,"4- B,S,C,V","harsh burnt, mild cocoa, tang",3.0
1430,Sierra Leone,"Gola Rainforest, batch 920",72.0,"2- B,S","grassy, rubbery, chemical",2.5
1431,India,"Anamalai, batch 970",72.0,"2- B,S","basic cocoa, dirty/burnt edge",3.0
1432,Vietnam,"Tien Giang, batch 970",72.0,"2- B,S","spicy, sweet, cocoa",3.0
1433,Puerto Rico,Puerto Rico,65.0,"5- B,S,C,V,L","black pepper, vanilla, harsh",2.5
1434,U.S.A.,"O'ahu Island, Opaeula Estate, Nene, CG Exclusive",71.0,"4- B,S,C,V","aluminum, mild coffee, roasty",3.0
1435,U.S.A.,"O'ahu Island, Opaeula Estate, Ele'ele",72.0,"4- B,S,C,V","strong, brandy, smoke",3.0
1436,U.S.A.,"Hawai'i Island, Hawaiian Crown, Kona Vanilla",70.0,"4- B,S,C,V","sandy, floral, vanilla, candy",3.5
1437,U.S.A.,"O'ahu Island, Haleiwa, Lonohana E., Kanahiku",70.0,"2- B,S","spicy, candied, complex",3.75
1438,U.S.A.,"O'ahu Island, Haleiwa E, 2014",65.0,"4- B,S,C,V","sweet, candy-like, nutty",3.25
1439,U.S.A.,"O'ahu Island, Haleiwa E, 2014",75.0,"4- B,S,C,V","dairy, pudding",3.75
1440,Belize,Maya Mountain,75.0,"3- B,S,C","cherry, fatty, cocoa",3.0
1441,Bolivia,Alto Beni,70.0,"3- B,S,C","sweet, sl. smokiness, fruit",2.75
1442,Nicaragua,Nicaragua,75.0,"2- B,S","multiple off flavors, metallic",2.0
1443,Nicaragua,Medalla,75.0,"2- B,S",potting soil,2.5
1444,Sumatra,Sumatra,70.0,"2- B,S","smokey, earthy, cocoa",3.0
1445,Nicaragua,O'Payo,80.0,"2- B,S","nutty, mild dairy",3.25
1446,Nicaragua,Chuno,78.0,"2- B,S",intense mocha flavor,3.5
1447,Brazil,"Rio Purus, 2016 Harvest",81.0,"2- B,S","oily, burnt, earthy",3.25
1448,Brazil,"Rio Acara, Wild Amazon",70.0,"2- B,S","rustic, basic cocoa, earthy",3.0
1449,Brazil,Wild Jurua (limited edition for Caputo's),70.0,"3- B,S,C","mild sweet honey, rum, off",3.25
1450,Papua New Guinea,Karkar Island,72.0,"3- B,S,C","smoke, fruit, ham, fatty",3.25
1451,Blend,"Selva, Colombia, Ecuador",46.0,"5- B,S,C,V,L","very sweet, caramel, candy",2.75
1452,Blend,"Macondo, Colombia, Ecuador",60.0,"5- B,S,C,V,L","sticky, marshmallow, cocoa",3.0
1453,Blend,"Misterio, Colombia, Ecuador",58.0,"5- B,S,C,V,L","watered down coffee, cocoa",3.0
1454,Colombia,Santander,65.0,"5- B,S,C,V,L","marshmallow, rich brownie",3.5
1455,Madagascar,"Bejofo E., Sambirano, batch 115",73.0,"3- B,S,C","roasted pear, cocoa, sour",3.25
1456,Tanzania,"Kilombero Valley, batch 74",75.0,"3- B,S,C","fatty, dominant roast, spice",3.25
1457,India,"Kerala State, GoGround, batch 88",72.0,"3- B,S,C","deep cocoa, sl. pungent, sandy",3.0
1458,Uganda,"Semuliki Forest, Latitude Trading Co, batch 100",68.0,"3- B,S,C","candied, sweet cocoa, roasty",3.25
1459,Ivory Coast,"Cote d'Ivoire, batch 83",67.0,"3- B,S,C","spice, coconut",3.5
1460,Peru,Peru,55.0,"3- B,S,C","extremely sweet, vanilla",2.25
1461,Peru,Peru,70.0,"3- B,S,C","vanilla, strong chemical",1.5
1462,Uganda,Uganda,75.0,"3- B,S,C","gritty, roasty, rubbery",2.5
1463,Ghana,Ghana,75.0,"3- B,S,C","gritty, cocoa base, ashey",2.75
1464,Madagascar,Madagascar,67.0,"5- B,S,C,V,L","sandy, red berry, cocoa",3.5
1465,Madagascar,Madagascar,70.0,"5- B,S,C,V,L","sandy, woody, peanut butter",3.75
1466,Madagascar,Madagascar,63.0,"5- B,S,C,V,L","intense, nutty, cocoa",4.0
1467,Madagascar,Madagascar,75.0,"5- B,S,C,V,L","sticky, bitter, nutty",3.5
1468,Colombia,Tumaco,70.0,"2- B,S","very sticky, nutty, woody",2.5
1469,Mexico,"Chiapas, Triple Cacao",72.0,"4- B,S,C,V","raisiny, chewy",2.75
1470,Dominican Republic,Dominican,70.0,"4- B,S,C,V","sandy, sweet, strong vanilla",2.5
1471,Costa Rica,Upala,70.0,"4- B,S,C,V","sticky, strong vanilla, pepper",2.75
1472,U.S.A.,"Hawai'i Island, Hamakua Coast, Kokoleka",70.0,"4- B,S,C,V","creamy, vanilla, rich fruit",3.25
1473,U.S.A.,"Criollo, Hawaii",70.0,"4- B,S,C,V","creamy, burnt nuts, woody",3.25
1474,U.S.A.,Kaua'i Island,70.0,"4- B,S,C,V","vanilla, brownie, peanut",3.5
1475,Puerto Rico,Puerto Rico,70.0,"4- B,S,C,V","intense vanilla, swiss miss",2.75
1476,Brazil,Brazil,70.0,"4- B,S,C,V","strong vanilla, nut, coffee",3.5
1477,U.S.A.,"Hawai'i Island, Choobua, Kona",70.0,"4- B,S,C,V","fatty, vanilla, candy-like",2.75
1478,Mexico,"Xocunusco, Chiapas, Pichucalco",70.0,"4- B,S,C,V","vanilla, earthy, caramel",2.75
1479,Solomon Islands,Guadalcanal,73.0,"2- B,S","mild earthy, mild cocoa, nut",3.5
1480,Tanzania,Africa,75.0,"4- B,S,C,V","chalky, astringent, vanilla",2.0
1481,Ecuador,Ecuador,70.0,"4- B,S,V,L","creamy, nutty, mass market",3.0
1482,Cuba,Cuba,70.0,"5- B,S,C,V,L","nutty, cooling sensation",3.25
1483,Dominican Republic,Santo Domingo,70.0,"5- B,S,C,V,L","creamy, hay, nutty",3.75
1484,Ecuador,Ecuador,70.0,"4- B,S,C,L","strong vanilla, some spice",2.0
1485,Madagascar,Sambirano 2006,75.0,"4- B,S,C,L","cardboard, tea-like",2.75
1486,Madagascar,Mora Mora 2006,73.0,"4- B,S,C,L","creamy, sublte grape notes",3.5
1487,Philippines,"Davao, Mt. Talamo foothills",65.0,"5- B,S,C,V,L","sandy, sweet, cocoa",3.5
1488,Thailand,Chantaburi,70.0,"3- B,S*,C","gummy, smokey, hammy",2.75
1489,U.S.A.,"O'ahu Island, N. Shore, Waialua Estate",55.0,"5- B,S,C,V,L","sweet, vanilla, easter candy",2.75
1490,U.S.A.,"O'ahu Island, N. Shore, Waialua Estate w/ nibs",55.0,"5- B,S,C,V,L","creamy, crunchy, very sweet",3.5
1491,Venezuela,Chuao,70.0,"3- B,S,C","hammy, unrecognizable",3.0
1492,Dominican Republic,Conacado,74.0,"3- B,S,C","berry, nutty, sour",3.75
1493,Peru,Peru,74.0,"3- B,S,C","rubber, off medicinal",2.5
1494,Venezuela,Venezuela,74.0,"3- B,S,C","nutty, green",2.75
1495,Ecuador,"Ecuador, batch 1212",74.0,"2- B,S","soil, wet, off notes",2.5
1496,Colombia,Colombia,70.0,"4- B,S,C,L","muted, nutty",2.75
1497,Liberia,"Liberia, batch 174",72.0,"3- B,S,C","molassses, intense, off, herb",3.25
1498,U.S.A.,"Hawai'i Island, Hamakua, Hawaiian Crown, b. 176",72.0,"3- B,S,C","oily, tangy, fruit, earthy",2.75
1499,Peru,"Piura, batch 173",72.0,"3- B,S,C","banana, menthol, medicinal",3.0
1500,U.S.A.,"O'ahu Island, Winward,Maunawili district, b. 151",72.0,"3- B,S,C","molasses, sweet, cocoa",3.25
1501,U.S.A.,"O'ahu Island, Waiahole, b. 182",72.0,"3- B,S,C","orange, cocoa",3.75
1502,Papua New Guinea,Markham Valley,72.0,"3- B,S,C","smoke, fruit",3.5
1503,Costa Rica,Coto Brus,72.0,"3- B,S,C","dried fruit, balanced, cocoa",3.75
1504,Peru,Ucayali,70.0,"3- B,S,C","sweet, fatty, fig",3.25
1505,U.S.A.,"Hawai'i Island, Hilo and Kona regions",70.0,"3- B,S,C","dried fruit,spicy,sticky,intense",3.5
1506,Dominican Republic,Grand Cru Dominican Republic,70.0,"2- B,S","chewy, brownie like",3.25
1507,Ghana,Grand Cru Ghana,70.0,"2- B,S","cocoa, coconut",3.5
1508,Ecuador,Grand Cru Ecuador,70.0,"2- B,S","grits, roaste brownie",3.25
1509,Venezuela,Porcelana,70.0,"2- B,S","nutty, intense, roasty",3.75
1510,Colombia,Kolumbia,85.0,"2- B,S","coarse, intense, nutty",3.5
1511,Nicaragua,Johe,70.0,"3- B,S,C","basic, balanced, deep cocoa",3.75
1512,Peru,Peru,70.0,"3- B,S,C","nutty, roasty,",3.5
1513,Dominican Republic,"ROIG, 2014",70.0,"3- B,S,C","fruity, tangy, cocoa",3.5
1514,Peru,"Maranon, 2014",62.0,"3- B,S,C","delicate, caramel, peanut",3.5
1515,Ecuador,Ecuador,70.0,"3- B,S,C","coarse, floral, rum",3.5
1516,Trinidad,"San Juan Estate, Cherry Blossoms at Night",70.0,"3- B,S,C","heavy roast, few grits, rich",2.75
1517,Nicaragua,"A case of the Xerces Blues, triple roast",70.0,"3- B,S,C","rich, bright fruit",3.5
1518,Peru,"Tumbes, Dear Mr. Finley, 2014",68.0,"3- B,S,C","lemon, spicy, cocoa",3.5
1519,Colombia,Colombia,75.0,"3- B,S,C","roasty, coffee, rubber",2.75
1520,Tanzania,"Kakoa Kamili, Both Man & Bird & Beast",72.0,"3- B,S,C","sweet, fatty, roasty",3.0
1521,Honduras,Le Chocolat Chaud,78.0,"3- B,S,C","grassy, woody, sweet",3.5
1522,Vietnam,"Ben Tre, Surprise Valley",75.0,"3- B,S,C","intense, sour, tart",3.25
1523,Vietnam,"Lam Dong, ""Red Poppy""",73.0,"2- B,S","earthy, tobacco, ashey",3.0
1524,Dominican Republic,Zorzal Reserve,72.0,"3- B,S,C","complex, creamy, cherry",3.5
1525,Blend,Peace of Wild Things,72.0,"3- B,S,C","off notes, rubbery, hammy",3.0
1526,Mexico,"Tabasco, ""Late for the Train"", batch 12184",72.0,"3- B,S,C","sweet, spicy, dirty",3.25
1527,Peru,Cusco,70.0,"3- B,S,C","smokey, dirty, sour",2.75
1528,Peru,"San Martin, Allima coop",80.0,"3- B,S,C","smoked nuts, tang",3.25
1529,Peru,"Piura, Norandino coop, cacao blanco",70.0,"3- B,S,C","mild orange, herbaceous",3.5
1530,Mexico,Tabasco,72.0,"3- B,S,C","earthy, musty, sweet",2.75
1531,Bolivia,"Alto Beni, Walikewa",72.0,"3- B,S,C","floral, earthy, acidic, harsh",2.75
1532,Brazil,"Bahia, Catongo",72.0,"3- B,S,C","delicate, nutty, butterscotch",3.25
1533,Blend,Cacao Nib Crunch,75.0,"2- B,S","earthy, coffee, roasty",3.25
1534,Haiti,"Pisa, batch 58",75.0,"2- B,S","dried fruit, woody, dirty",2.75
1535,Vietnam,Ba Ria,76.0,"3- B,S,C",citrus,3.5
1536,Vietnam,Dong Nai,72.0,"3- B,S,C","roasty, coffee",3.5
1537,Vietnam,"Tien Giang, Gao Co-op",70.0,"3- B,S,C","cocoa, spice, late sour",3.5
1538,Vietnam,Ben Tre,78.0,"3- B,S,C","sticky, pepper, cinamon, rich",3.5
1539,Vietnam,Tien Giang,80.0,"3- B,S,C","creamy, fatty, black pepper",3.0
1540,Vietnam,Lam Dong,74.0,"3- B,S,C","melon, roasty",3.5
1541,Vietnam,"Tan Phu Dong, Treasure Island",75.0,"3- B,S,C","fatty, heavy roast, nutty",3.5
1542,Vietnam,"Tan Phu Dong Island, Heart of Darkness",85.0,"2- B,S","long, mild honey, rich cocoa",3.25
1543,Vietnam,Ben Tre,68.0,"2- B,S","roasty, rich, coffee, nut",3.5
1544,Vietnam,"Dak Lak, Batch 2451",70.0,"2- B,S",spicy and fragrant,3.75
1545,Vietnam,"Dak Nong, Tam Farm",75.0,"3- B,S,C","fatty, roasty, nutty",3.5
1546,Costa Rica,"Matina 1-6, prototype",65.0,"3- B,S,C","intense orange, floral",3.0
1547,Ivory Coast,"Ivory Coast, prototype",65.0,"3- B,S,C","chewy, earthy, spicy",3.0
1548,Nigeria,"Nigeria, prototype",65.0,"3- B,S,C","cocoa, earth, wheat",3.25
1549,Ghana,"Ghana, prototype",65.0,"3- B,S,C","intense, dark berry, cocoa",3.5
1550,Dominican Republic,Dominican Republic,74.0,"4- B,S,C,V","waxy, rubber, medicinal",2.25
1551,Dominican Republic,Dominican Republic,89.0,"4- B,S,C,V","fatty, rubber, medicinal",2.5
1552,Bolivia,Alto Beni,76.0,"3- B,S,C","sticky, pungent, off note",2.75
1553,Haiti,Pisa,82.0,"3- B,S,C","sandy, earthy, sweet edge",3.0
1554,Colombia,Tumaco,74.0,"3- B,S,C","sandy, mild floral, mild nutty",3.25
1555,Venezuela,Patanemo,81.0,"2- B,S","sticky, woody, musty",2.75
1556,Venezuela,Ocumare de la Costa,75.0,"2- B,S","dry, sticky, nutty, earthy",3.0
1557,Dominican Republic,"Dominican Republic, Coop",70.0,"2- B,S","sticky, earthy, coffee",3.25
1558,Blend,Brooklyn Blend,72.0,"2- B,S","rich cocoa, coffee, roasty",3.5
1559,Venezuela,"Chuao, Med. Roast",76.0,"2- B,S","sandy, strawberry, sour",3.0
1560,Venezuela,"Chuao, Dark Roast",70.0,"2- B,S","dry, sandy, intense, berry",3.0
1561,Venezuela,"Chuao, Light Roast",81.0,"2- B,S","gritty, high astringent, sour",2.75
1562,Belize,Moho River,70.0,"2- B,S","gritty, tangy, cocoa",3.5
1563,Papua New Guinea,Papua New Guinea,71.0,"2- B,S","gritty, sticky, smoke,hammy",2.75
1564,Peru,San Martin,75.0,"2- B,S","orange,lemon,coffee ground",3.0
1565,Dominican Republic,Conacado,73.0,"2- B,S","dry, gritty, red berry, coffee",3.25
1566,Dominican Republic,"La Red de Guanconejo, N. Highlands coop",74.0,"2- B,S","gritty, raspberry, sour",3.75
1567,Blend,"Shake Shack, Peru, Mad., Dom. Rep.",73.0,"2- B,S","gritty, fruit, tart, rich",3.5
1568,Blend,Madagascar,72.0,"2- B,S","gritty, overly tart, sour",2.5
1569,Venezuela,Chuao,73.0,"2- B,S","gritty, sour, sweet",2.75
1570,Blend,"French Laundry 20th Anniversary, Peru, Belize",75.0,"2- B,S","tart, deep choco",3.75
1571,Guatemala,Guatemala,76.0,"2- B,S","mild bitter, citrus, intense",3.0
1572,Tanzania,Tanzania,74.0,"2- B,S","green, vegetal, mild spice",3.25
1573,Vanuatu,"Malekula P., 2013",72.0,"3- B,S,C","sticky, butterscotch, nutty",3.5
1574,Madagascar,"Somia, 2013",68.0,"3- B,S,C","sticky, red fruit",4.0
1575,Papua New Guinea,"Kulili P., 2013",74.0,"3- B,S,C","creamy, grassy, smoke, nut",4.0
1576,Blend,"PNG, Vanuatu, Mad; 2013 h.",70.0,"3- B,S,C","nutty, fruity, spicy",3.75
1577,U.S.A.,"Kuia Estate, Hawaii, lot 083122",70.0,"3- B,S,C","sweet, banana, mild sour orange",3.5
1578,Belize,Maya Mountain,70.0,"2- B,S","heavy roast, smoke",3.25
1579,Dominican Republic,Elvesia,70.0,"2- B,S","roasty, coffee",3.25
1580,Peru,Tumbes,82.0,"2- B,S","intense, burnt, bitter, spice",3.25
1581,Peru,"Morropon, Norandiono Coop, Piura",63.0,"3- B,S,C","sweet, cherry, cream, raisin",3.5
1582,U.S.A.,"Hawai'i Island, Big Island, Mauna Kea",70.0,"3- B,S,C","nutty, cheese, savory",3.0
1583,Madagascar,"Akesson P., Sambirano",65.0,"3- B,S,C","sweet edge, sour fruit",3.25
1584,Vietnam,"Dak Nong, Marou Cacao",75.0,"3- B,S,C","roasty, hammy, dirty",3.0
1585,Dominican Republic,Hispaniola,72.0,"2- B,S","gritty, sweet, earthy",3.0
1586,Guatemala,"Cahabon E., ""Adioesmac""",70.0,"3- B,S,C","musty, woody, rubbery, roasty",2.5
1587,Belize,"Maya Mountain, Toledo",70.0,"3- B,S,C","cocoa, strawberry",3.25
1588,Bolivia,Bolivia,70.0,"2- B,S","pungent, off",2.5
1589,Venezuela,Venezuela,70.0,"2- B,S","molasses, sweet, choco",2.75
1590,Belize,Belize,70.0,"2- B,S","spicy, metallic, molasses",3.0
1591,Nicaragua,"Nicaragua, w/ inbs",70.0,"2- B,S","fatty, sligthly bland, earthy",3.0
1592,Dominican Republic,Dominican Republic,70.0,"2- B,S","high roast, nutty, deep choco",3.5
1593,Ecuador,"Camino Verde, Duran Region",85.0,"2- B,S*","floral, earthy, bitter",2.5
1594,Dominican Republic,"Oko Caribe, El Cibao, 2018 Harvest",70.0,"2- B,S*","dry, floral, dirty, coconut",2.75
1595,Philippines,"Kablon Farms, Mindanao Island, 2018 harvest",70.0,"2- B,S*","smooth, coconut, cocoa",3.25
1596,Tanzania,"Kokoa Kamili, 2018 harvest, Mbingu Village",70.0,"2- B,S*","creamy, coconut, cocoa",3.25
1597,Madagascar,Madagascar,80.0,"4- B,S,C,L","sticky, tart, slight burnt",2.5
1598,Madagascar,Madagascar,72.0,"4- B,S,C,L","uneven, smokey, hammy",2.5
1599,Honduras,"Honduras, batch 744",72.0,"4- B,S,C,L","chewy, woody, off notes",2.5
1600,Honduras,Honduras,80.0,"3- B,S,C","intense, ham, butterscotch",3.25
1601,Honduras,Honduras,70.0,"3- B,S,C","intense, grassy, spicy, rich",3.5
