,origin,bar_name,cocoa_%,ingredients,review,rating
1602,Nicaragua,"La Tronca, Matagalpa",70.0,"3- B,S,C","acidic, pomegrant, brownie",3.25
1603,Nicaragua,"La Tronca, Matagalpa",80.0,"3- B,S,C","dried fruit, rich cocoa",3.5
1604,El Salvador,El Salvador,80.0,"3- B,S,C","fatty, bitter, woody, roasty",2.75
1605,El Salvador,El Salvador,70.0,"3- B,S,C","dairy, caramel",3.0
1606,Brazil,"Fazenda Bonanca, Bahia",75.0,"3- B,S,C","earthy, floral, rubbery",2.5
1607,Brazil,"Fazenda Sempre Firme P., Bahia, batch 7",70.0,"3- B,S,C","fatty, creamy, olive",3.0
1608,Madagascar,"Akesson Estate, batch 10",72.0,"3- B,S,C","creamy, fatty, mild cherry",3.5
1609,Solomon Islands,"Patovaki, Paspaskato Is",72.0,"3- B,S,C","roasty/smokey, high acidity",3.25
1610,Solomon Islands,Tenaru,67.0,"3- B,S,C","dried fruit, mild hammy",3.75
1611,Blend,South America,70.0,"3- B,S,V","accesible, simple cocoa note",3.5
1612,Peru,Piura Blanco,70.0,"3- B,S,C","grape, mild smoke, sandy",3.5
1613,Peru,"Cusco No. 3, Chuncho Collection",72.0,"3- B,S,C","pungent, grape, apricot",3.0
1614,Blend,Carre Amer,60.0,"4- B,S,C,V","sweet, crisp nibs",2.0
1615,Blend,Carre Grand Noir,85.0,"4- B,S,C,V",bitter coffee flavor,2.0
1616,Sao Tome,Tamarina,70.0,"4- B,S,C,V","creamy, licorice, herbs",3.0
1617,Dominican Republic,Los Ancones P.,67.0,"4- B,S,C,V","creamy, raisins, licorice",3.75
1618,Madagascar,Mangaro P.,65.0,"4- B,S,C,V","grapefruit, spices",3.75
1619,Papua New Guinea,Maralumi P.,64.0,"4- B,S,C,V",tropical fruit and mild smoke,3.75
1620,Blend,Noir Infini,99.0,"4- B,S,C,V","smooth, bold, bitter",2.0
1621,Venezuela,"Carenero Superior, Concepcion",66.0,"4- B,S,C,V","cocoa, orange",3.5
1622,Sao Tome,Vila Gracinda,67.0,"4- B,S,C,V","creamy, smoke, raspberry",3.5
1623,Mexico,"Chiapas, Mokaya P.",66.0,"4- B,S,C,V","raisins, melon",3.75
1624,Colombia,El Jardin,69.0,"4- B,S,C,V","sandy, earthy, fatty",3.25
1625,Brazil,Riachuelo Plantation,70.0,"4- B,S,C,V","sandy, grits, nutty, vanilla",3.0
1626,Guatemala,La Laguna Plantation,70.0,"4- B,S,C,V","dairy, cocoa, fatty, apple",3.5
1627,Blend,Houseblend,65.0,"4- B,S*,C,Sa","chemical, salt, wtf",1.5
1628,Bolivia,Alto Beni,75.0,"4- B,S*,C,Sa","sticky, cardboard,why bother",2.0
1629,Indonesia,"Balinese, Java",70.0,"4- B,S*,C,Sa","leather, salt",2.5
1630,Dominican Republic,La Red,75.0,"3- B,S*,Sa","molassses, palm, spicy",2.5
1631,Belize,Belize,80.0,"4- B,S,C,Sa","strawberry, cream, spice",3.25
1632,Belize,Maya Mountain,80.0,"3- B,S,C","woody, lemon, mild bitter",3.5
1633,Trinidad,San Juan Estate,70.0,"3- B,S,C","black pepper, dairy",3.5
1634,Dominican Republic,Oko Caribe,75.0,"3- B,S,C","spicy, rich, mint",3.75
1635,Venezuela,"Patanemo, Epoch, Donaldo",75.0,"3- B,S,C","nutty, grassy, woody",3.75
1636,Tanzania,Kokoa Kamili,75.0,"3- B,S,C","banana, melon, fatty",3.25
1637,Nicaragua,"Matagalpa, Cacao Bisiesto",70.0,"3- B,S,C","rum, herbal, rich",3.5
1638,Dominican Republic,"Oko Caribe, hispaniola, 2017 harvest",70.0,"3- B,S,C","fatty, simple",3.0
1639,India,Idukki,70.0,"3- B,S,C","candy spices, sweet",3.25
1640,Belize,"San Jose, Toledo, 2017 harvest",70.0,"3- B,S,C","grape, cocoa",3.5
1641,Peru,"Maranon, 2017 harvest",70.0,"3- B,S,C","complex, true to origin",3.25
1642,Ecuador,Ecuador,70.0,"4- B,S,C,V","wine, brownie batter",3.5
1643,Ecuador,Ecuador,70.0,"4- B,S,C,V","unrefined, burnt nuts, vanilla",2.5
1644,Ecuador,"Los Rios, Arriba, 2017 Harvest",70.0,"3- B,S,C","sandy, nutmeg, astringent",3.0
1645,India,"Kaithapara Village, Idukki, Kerala, 2017 H.",74.0,"3- B,S,C","dry, sandy, empty, sweet",3.0
1646,Brazil,"Fazenda Leolinad, Bahia, 2017 H.",76.0,"3- B,S,C","dry, sandy, dirt, empty",3.0
1647,Panama,Bocas del Toro,75.0,"3- B,S,C","sandy, green, grassy, harsh",2.75
1648,India,Kaithapara,74.0,"3- B,S,C","unripe fruit, sour, watery",3.0
1649,Tanzania,Kilombero Valley,90.0,"3- B,S,C","sandy, bitter, sour fruit",3.0
1650,Madagascar,Ambanja,70.0,"2- B,S","cocoa, mild pear, sticky",3.5
1651,Brazil,Bahia,70.0,"2- B,S","intense, sour, hammy",3.0
1652,Vietnam,Ben Tre,70.0,"2- B,S","cocounut, late sour",3.25
1653,Peru,"Piura Gran Blanco, Sisyu & Kiriyana Phoenix",70.0,"2- B,S","grape, thick, chewy",3.75
1654,Ecuador,Ecuador,77.0,"3- B,S,C","dry, coffee notes from roaster",2.75
1655,Ecuador,"Ecuador, lot# 181220",67.0,"3- B,S,C","sandy, harsh, floral",2.75
1656,Haiti,"Acul-du-Nord, 2015",70.0,"2- B,S","gritty, sweet, earty",3.5
1657,Papua New Guinea,Papua New Guinea,72.0,"2- B,S","few grits, intense smoke",3.0
1658,Madagascar,Madagascar,72.0,"2- B,S","tangy, roasty, ham",3.25
1659,India,India,65.0,"3- B,S,C","sweet, licoric",3.5
1660,Vietnam,Vietnam,65.0,"2- B,S","slight grainy, roasty, spicy",3.5
1661,Tanzania,Kokoa Kamili,72.0,"3- B,S,C","complex, fruit, nut, rich",3.75
1662,Vietnam,Vietnam,70.0,"3- B,S,C","sour fig, cocoa, creamy, fatty",3.5
1663,Brazil,"Bahia, Fazenda Venturosa",70.0,"2- B,S","coarse, smokey, citrus",3.5
1664,Brazil,"Fazenda Camboa, Bahia",75.0,"2- B,S","sticky, blackberry, acidic",3.75
1665,Puerto Rico,"Puerto Rico, 2018 harvest",70.0,"3- B,S,C","powdery, intense, floral",3.0
1666,Colombia,Tumaco,65.0,"3- B,S,C","vanilla, artificial, sweet",2.5
1667,Belize,"Umoho R., Toledo District, San Felipe",67.0,"3- B,S,C","rough, sweet, dairy, vanilla",2.75
1668,Belize,"Toledo District, w/ nibs",73.0,"3- B,S,C",basic cocoa,3.25
1669,Belize,Toledo District,72.0,"3- B,S,C","strawberry, blueberry",3.0
1670,Cameroon,"Kombone Village, 2018 Harvest",68.0,"2- B,S",earthy,3.0
1671,Brazil,Brazil,72.0,"3- B,S,C","dirty, rubbery, spicy",2.5
1672,Dominican Republic,Zorzal Estate,70.0,"2- B,S","dark berry, earthy",3.5
1673,Sierra Leone,Gola Rainforest,72.0,"3- B,S,C","roasty, honey, sweet",3.0
1674,Tanzania,Kokoa Kamili,72.0,"2- B,S","cocoa, fig, classic",3.75
1675,Madagascar,"Bejofo, batch 7",70.0,"3- B,S,C","creamy, off note, rubbery, petro",2.75
1676,Dominican Republic,"Zorzal, batch 8",70.0,"3- B,S,C","dark fruit, slight harsh molasses",3.25
1677,Dominican Republic,La Red,70.0,"2- B,S","overly intense, tart, red fruit",3.0
1678,Indonesia,Indonesia,70.0,"2- B,S","intense, smokey, floral",2.75
1679,Peru,Peru,70.0,"2- B,S","dry, nutty, fruity",3.25
1680,Nicaragua,Matagalpa,70.0,"2- B,S","unrefined, hay, sweet",2.75
1681,Nicaragua,Mombacho,70.0,"2- B,S","unrefined, bright berry, sweet",2.75
1682,Nicaragua,Nueva Waslala,70.0,"3- B,S,C","fatty, floral, spicy",3.25
1683,Dominican Republic,Oko Caribe,72.0,"2- B,S","earthy, spicy, cocoa",3.5
1684,Philippines,"Kablon, lot 07 (made for Etat de Choc)",76.0,"3- B,S,C","black tea, floral",3.5
1685,Papua New Guinea,Papaua New Guinea,70.0,"3- B,S,C","smoke, ham, sour milk",3.25
1686,Mexico,Chiapas,70.0,"3- B,S,C","chalky, powdery, molasses",3.25
1687,Ecuador,"Esmeraldas, batch 9",75.0,"2- B,S","intense, floral, cocoa,long lasting",3.75
1688,Peru,"Ucayali, batch 9",72.0,"3- B,S,C","licorice, cocoa",3.5
1689,Ecuador,Manabi,70.0,"3- B,S,C","spicy, smoke, sour",3.25
1690,Ecuador,Manabi,63.0,"3- B,S,C","spicy, sweet, fragrant",3.5
1691,Ecuador,Manabi,85.0,"3- B,S,C","spicy, fragrant, bitter",3.5
1692,Mexico,"Finca La Rioja E., Cacahoatan, Chiapas",70.0,"3- B,S,C","light color, spicy, sweet, sour",3.0
1693,Nicaragua,Nicaragua,70.0,"3- B,S,C","grassy, spicy, sweet",3.5
1694,Nicaragua,Nicaragua,80.0,"3- B,S,C","sweet, rich",3.5
1695,Venezuela,Chuao,70.0,"2- B,S","Fruity, Roasty",3.5
1696,Dominican Republic,"Oko Caribe, batch 1 SRB",71.0,"2- B,S","gritty, sweet, earthy",2.75
1697,Tanzania,"Kokoa Kamili, batch 1 SRB",68.0,"2- B,S","dry, earthy, atypical",2.75
1698,Madagascar,"Ambanja, batch 1 SRB",68.0,"2- B,S","sweet, molasses, gritty",2.75
1699,Vietnam,"Tien Giang, batch 1 SRB",80.0,"2- B,S","gritty, tart, molasses",3.0
1700,Costa Rica,"Costa Rica, Oscuro",58.0,"3- B,S,C","too sweet, earthy, off notes",2.5
1701,Costa Rica,"Costa Rica, Oscuro",70.0,"3- B,S,C","earthy, spicy, cocoa",3.0
1702,Grenada,Grenada,71.0,"4- B,S,C,V","sandy, oranges",2.5
1703,Blend,Trinidad & Tobago,70.0,"4- B,S,C,L","sandy, floral, spice, roasty",3.75
1704,Peru,"Maranon Canyon, Fortunato No. 4",78.0,"4- B,S,C,L","orange, floral, caramel",3.75
1705,Nicaragua,Nicaragua,70.0,"4- B,S,C,L","sandy, intense, tropical fruit",3.25
1706,Venezuela,"Chuao, lot 0077",75.0,"4- B,S,C,L","coarse, sweet, minty",2.75
1707,Venezuela,"Barinas, lot 0077",70.0,"4- B,S,C,L","coarse, sweet",3.0
1708,El Salvador,"Finca Concepcion, nano-lot",70.0,"3- B,S,C","bold, savory, creamy",3.25
1709,Nicaragua,"Rugoso, nanolot for Cacao Review",67.0,"3- B,S,C","strong, rubbery, woody, sweet",2.75
1710,U.S.A.,Criollo Blend,85.0,"3- B,S,C","sandy, spicy, earthy",3.5
1711,Peru,Peru,72.0,"2- B,S","metallic, medicinal, pungent",2.25
1712,Dominican Republic,Hispaniola,70.0,"2- B,S*","grassy, dirt, mild spice",2.5
1713,Madagascar,Madagascar,73.5,"2- B,S","intense, pungent, sour fruit",2.5
1714,Ghana,Ghana,70.0,"3- B,S,C","brownie, toffee",3.5
1715,Dominican Republic,"Hispaniola, batch 170308",70.0,"2- B,S","dry, sandy, sweet, acidic",3.25
1716,Blend,West Africa,73.0,"5- B,S,C,V,L","non descript, poor aftertaste",2.0
1717,Sao Tome,Sao Tome,75.0,"5- B,S,C,V,L","grassy, earthy, burnt",2.75
1718,Venezuela,Ocumare,71.0,"5- B,S,C,V,L","pastey, complex, coffee,vanilla",3.0
1719,Blend,Dark,73.0,"5- B,S,C,V,L","pastey, strong off flavor",1.0
1720,Trinidad,Manickchand Estate,67.0,"5- B,S,C,V,L","complex, intense banana",3.75
1721,Papua New Guinea,Papua New Guinea,70.0,"5- B,S,C,V,L","gritty, vanilla, non-descript",2.5
1722,Venezuela,Patanemo,72.0,"2- B,S","molasses, nut, roasty, bitter",2.25
1723,Dominican Republic,Elvesia P.,72.0,"2- B,S","molasses, rum, tea",2.75
1724,Madagascar,"Ambanja, Sambirano Valley",72.0,"2- B,S","molasses, bright fruit",3.0
1725,Peru,Tumbes,72.0,"2- B,S","molasses, malt, raisin",3.0
1726,Brazil,Bahia,72.0,"2- B,S",notes from sugar,3.0
1727,Brazil,"Linhares, lot 0321, 2021 harvest",71.0,"3- B,S,C","molasses, dried fruit",3.25
1728,Brazil,Terruc Tuere,72.0,"3- B,S,C","molasses, earthy, flat",3.0
1729,Peru,Peru,75.0,"3- B,S,C","spicy, red fruit, raisins",2.75
1730,Ecuador,Ecuador,75.0,"3- B,S,C","single note, spicy",3.5
1731,Ecuador,"Los Rios, Dec. 2018 H., Batch 2",72.0,"3- B,S,C","floral, cocoa, creamy",3.75
1732,Peru,Chazuta,70.0,"3- B,S,C","pungent, grape, sour",3.0
1733,Tanzania,"Kokoa Kamili, Kilobmbero batch TK186",72.0,"3- B,S,C","sweet, melon notes",3.0
1734,Vietnam,"Ben Tre, batch VNBT186",72.0,"3- B,S,C","spicy, vanilla, sweet",2.75
1735,Dominican Republic,Oko Caribe,72.0,"3- B,S,C","basic cocoa, sour ending",3.0
1736,Fiji,"Matasawalevu, batch FJMA1",74.0,"3- B,S,C","sour, rubbery, off",2.75
1737,Colombia,"Sierra Nevada, batch CSN192",72.0,"3- B,S,C","strong base cocoa, rubber",3.25
1738,Ghana,Ghana,75.0,"4- B,S*,V,L","nutty, high roast, spice",3.0
1739,Belize,Moho Valley,75.0,"4- B,S*,V,L","coconut, mild metallic",3.0
1740,Peru,Maranon Canyon,75.0,"4- B,S*,V,L","roasty, mild orange",3.25
1741,Venezuela,Venezuela,70.0,"3- B,S,C","sweet, candy like, dairy",3.0
1742,Ecuador,Ecuador,70.0,"3- B,S,C","sweet, spicy, cocoa",3.0
1743,Dominican Republic,Zorzal Republic,70.0,"2- B,S","orange,citrus, high astringency",3.5
1744,Madagascar,Bejofo,70.0,"2- B,S","sl. Burnt, nutty, fruit in back",3.25
1745,India,Anamalai,70.0,"2- B,S","delicate, coffee, caramel",3.75
1746,Mexico,Tabasco,67.0,"2- B,S","sl. sweet, basic cocoa",3.0
1747,Peru,Ucayali,70.0,"2- B,S","grass, tobacco",3.0
1748,Tanzania,Kokoa Kamili,70.0,"2- B,S","tart, lemony , high astringency",3.5
1749,Nicaragua,"La Patriota, cacao Indio, purple label",70.0,"2- B,S","woody, coffee,roasted cherry",3.0
1750,Nicaragua,"La Dalia, Matagalpa,cacao Bisesto,green label",75.0,"2- B,S","fatty, honey, earthy",2.75
1751,Ecuador,"Punta Galera, cacao Nacional, gold label",80.0,"2- B,S","sandy, strawberries",3.25
1752,Ghana,"Ghana, 2013, batch 3581",70.0,"2- B,S","rich, cherry, smoke, cocoa",3.75
1753,Ecuador,"Ecuador, 2013",70.0,"2- B,S","earthy, roasted nuts",2.75
1754,Venezuela,"Canoabo, 2013, batch 2642",70.0,"2- B,S","intense, slightly burnt",3.0
1755,Madagascar,"Sambirano Valley, 2012, batch 3062",70.0,"2- B,S","fruity, sour, high astringent",3.5
1756,Dominican Republic,La Red,70.0,"2- B,S","rich, mild smoke, red fruit",3.75
1757,Nigeria,"Akwa Ibom, 2017 h., batch 19762",70.0,"3- B,S,C","cocoa, nut, dried fruit, rubbery",3.0
1758,Vietnam,"Lam Dong, 2016 h., batch 20111",70.0,"3- B,S,C","spicy, cocoa, hammy",3.25
1759,Brazil,Fazenda Leolinda,70.0,"3- B,S,C","nutty, banana, cocoa",3.5
1760,Jamaica,Jamaica,70.0,"5- B,S,C,V,L","grassy, vanilla, burnt",2.5
1761,Peru,"Pangoa, w/ nibs",70.0,"2- B,S","creamy, roasty, mild grape",3.75
1762,Peru,"Pangoa, 2018, batch 1584 - E",70.0,"2- B,S","intense grapes, sweet cocoa",3.75
1763,Congo,Virunga,70.0,"3- B,S,C","melon, earthy, tobacco",3.75
1764,Peru,Piura,75.0,"3- B,S,C","peanut butter, raspberry",4.0
1765,Papua New Guinea,"PNG, Devotion, batch 96, gogol naru",66.0,"2- B,S","smoke, sour fruit, hammy",2.75
1766,Papua New Guinea,"PNG, Revolution, WAG1",70.0,"2- B,S","smoke, sour fruit, hammy",3.0
1767,Papua New Guinea,"PNG, Voodoo, batch 95",88.0,"2- B,S","intense, bitter, sour, smokey",3.25
1768,Papua New Guinea,"PNG, Nib Bar, WAG1",74.0,"2- B,S","smokey, intense, coffee",3.5
1769,Samoa,Sang Yum Coop,100.0,1- B,"bitter, intense, nutty",2.75
1770,Samoa,Sang Yum Coop,70.0,"2- B,S","cocoa, roasty, nutty",3.5
1771,Guatemala,Cahabon,70.0,"2- B,S","damp woody, leather, cocoa",3.0
1772,Tanzania,Kokoa Kamili,70.0,"2- B,S","sour banana, muted",3.0
1773,Uganda,Bundibugyo,70.0,"2- B,S","dominant hazelnut, fudge",3.25
1774,India,Idukki Hills,70.0,"2- B,S","intense tart, sourness",3.25
1775,Bolivia,"Tranquilidad, Wild",70.0,"2- B,S","silky smooth, cherry, cocoa",3.75
1776,Colombia,Arhuaca,70.0,"2- B,S","walnut, tobacco, grassy",3.25
1777,Vietnam,Ben Tre,70.0,"2- B,S","complex,cranberry,malt, vanilla",3.75
1778,Haiti,Pisa,70.0,"2- B,S","blackberry, tang",3.75
1779,Blend,"Elegant Asian Blend"", Vietnam, India",100.0,1- B,"sharp fruit, intense, sl. Sour",3.0
1780,U.S.A.,Hawaii Kona,70.0,"2- B,S","burnt fudge, nutty",3.25
1781,Peru,Ucayali,70.0,"2- B,S","deep cocoa, cherry, slight ashy",3.25
1782,Venezuela,Chuao,80.0,"2- B,S","berries, burnt, rubbery, off",3.0
1783,Venezuela,Chuao,70.0,"2- B,S","strong start, fruity, acidic",3.5
1784,Trinidad,"San Juan Estate, Gran Couva",70.0,"3- B,S,C","off notes, sour, roasty",2.75
1785,Tanzania,Tanzania,70.0,"3- B,S,C","sweet,sandy, fruit, pungent",3.0
1786,Bolivia,"Sylvestre, Oialla",70.0,"2- B,S","rich cocoa, one dimensional",3.5
1787,Brazil,Beniano,78.0,"3- B,S,C","creamy, cherry, acidic",3.75
1788,Blend,"Dark 67, Ghana, Domin. Rep",67.0,"3- B,S,C","sandy, cheese, sour",2.75
1789,Blend,"Dark 75, Ghana, Domin. Rep",75.0,"3- B,S,C","fatty,cheese, musty",3.0
1790,Dominican Republic,Dominican Republic prototype,72.0,"3- B,S,C","earthy, cheesy",3.0
1791,Ghana,Ghana prototype,72.0,"3- B,S,C","gritty, simple cocoa, burnt",3.0
1792,Blend,Carribean-Raw,76.0,"5- B,S,C,V,L","intense, medicinal, leathery",2.0
1793,Blend,Carribean,76.0,"5- B,S,C,V,L","rubber, cocoa, bitter",2.75
1794,Blend,Carribean,85.0,"5- B,S,C,V,L","creamy, medicinal, mint, bitter",2.75
1795,Blend,Carribean-Raw,85.0,"5- B,S,C,V,L","sticky, berry, bitter",3.0
1796,Ghana,Ghana,80.0,"4- B,S,C,L","grits, strong vanilla, brownie",2.75
1797,Papua New Guinea,Papua New Guinea,70.0,"3- B,S,C",intensely smokey,3.0
1798,Madagascar,Madagascar,66.0,"3- B,S,C","red berry, mild molasses",3.5
1799,Tanzania,"Kakao Kamili, Kilombero Valley",70.0,"3- B,S,C","sweet, dried fruit, gateway",3.75
1800,Nicaragua,Nicaragua,73.0,"3- B,S,C","intense spice, coarse",3.0
1801,Madagascar,"Sambirano, Northern Ambanja, 2018 Harvest",70.0,"2- B,S","sweet, tart, raisin, sour ending",3.25
1802,Vietnam,"Ben Tre, Mekond Delta, 2018 H.",70.0,"2- B,S","roast dominates,spicy,astringent",3.25
1803,Tanzania,"Kokoa Kamili, Kilombero Valley, 2018 H.",70.0,"2- B,S","sweet edge, dried fruit, lemon",3.5
1804,Peru,"San Ignacio, 2020 Harvest, Cajamarca, b. 6/10-1",70.0,"3- B,S,C","caramel, honey, roasty",3.25
1805,Madagascar,"Bejofo Estate, 2019 Harvest, b. 4/6-2",75.0,"3- B,S,C","tart, green apple, rich",3.5
1806,Colombia,"Tumaco, 2019 Harvest, b. 3/8-2",75.0,"3- B,S,C","burnt honey, rubbery",2.75
1807,Peru,"Piura, Gran Blanco, 2019 Harvest, b. 7/9-2",75.0,"3- B,S,C","grape, punchy, deep cocoa",3.25
1808,Belize,Maya Mountain,74.0,"3- B,S,C","sandy, ashey, mild fruit",2.75
1809,Dominican Republic,La Red,72.0,"3- B,S,C","sandy, roasty, fruity",2.75
1810,Nicaragua,Nicaraqua,72.0,"3- B,S,C","grits, roasty, woody",2.75
1811,Dominican Republic,Caribe,72.0,"3- B,S,C","sandy, cinamon, high roast",3.0
1812,Ecuador,Mindo,72.0,"3- B,S,C","spicy, sweet, high roast",3.0
1813,Panama,Panama,71.0,"3- B,S,C","fatty, bland, some spice",3.0
1814,Congo,"D.R. Congo, Cru Virunga",70.0,"3- B,S,C",vegetable and honey,3.0
1815,Peru,"Piura, Apotequil, ""Porcelana"" 72hr c.",75.0,"3- B,S,C","creamy, sour banana, lemon",3.0
1816,Bolivia,"Alto Beni, Wild Harvest, Itenez R., 60hr c.",68.0,"3- B,S,C","rich cocoa, bread notes",3.25
1817,Bolivia,"Alto Beni, Wild Harvest, Itenez R. 24hr c.",66.0,"3- B,S,C","creamy, melon, subtle",3.75
1818,Papua New Guinea,Papua Kerafat,68.0,"3- B,S,C","fatty, dates, musty",2.75
1819,Blend,"Grand Cru Blend No.1, 5 yr. Anniversary Ed",80.0,"2- B,S","creamy, mild bitter, coffee",3.25
1820,U.S.A.,"Hawai'i Island, Kona Estate, Hualalai Mtn",60.0,"5- B,S,C,V,L","muddy, pastey, sweet, vanilla",3.0
1821,U.S.A.,"Hawai'i Island, Kona Grand Cru E.",60.0,"5- B,S,C,V,L","sticky, tobacco",3.0
1822,Peru,Peru,65.0,"4- B,S,C,L","dry, banana, molasses",3.0
1823,Peru,Peru,72.0,"4- B,S,C,L","sandy, molasses, brownie",3.0
1824,Ecuador,Esmeraldas,60.0,"4- B,S,C,L","floral, rubber, vanilla, metallic",2.75
1825,Ecuador,Los Rios,72.0,"4- B,S,C,L","sandy, rubber, spice, floral",3.0
1826,Ecuador,Manabi,65.0,"4- B,S,C,L","creamy, sweet, green",3.0
1827,Ecuador,Raw,100.0,"3- B,S,C","bitter, earthy",2.0
1828,Ecuador,Raw,70.0,"4- B,S,C,L","sandy, green, spice, nuts",3.5
1829,Ecuador,Nube- prototype,70.0,"4- B,S,C,L","waxy, sandy, floral",3.5
1830,Ecuador,"Ecuador, raw",85.0,"4- B,S,C,L","spice, mostly bitter",2.75
1831,Peru,Piura,70.0,"4- B,S,C,L","light color,complex,molasses",4.0
1832,Ecuador,Garaua,70.0,"4- B,S,C,L","floral, green, tannic",3.25
1833,Ecuador,Cumbia,70.0,"4- B,S,C,L","savory, smokey",3.5
1834,Ecuador,Montubia,70.0,"4- B,S,C,L","creamy, green fruit, candied",3.75
1835,Ecuador,Tangara,70.0,"4- B,S,C,L","creamy, spicy, cocoa",4.0
1836,Colombia,"Sierra Nevada, Tutu Iku",70.0,"4- B,S,C,L","complex, balanced",4.0
1837,Haiti,Haiti,70.0,"5- B,S,C,V,L","vanilla, sweet, gateway",3.5
1838,Vietnam,Vietnam,72.0,"5- B,S,C,V,L","molasses, tart, vegetal",3.25
1839,Cuba,Cuba,72.0,"5- B,S,C,V,L","creamy, tobacco, cocoa",3.75
1840,Bolivia,"Alto Beni, Palos Blancos",72.0,"2- B,S","vinegar, sour",2.75
1841,Madagascar,Sambirano,78.0,"2- B,S","red fruit, intense, bright",3.75
1842,Ecuador,"Camino Verde P., Balao, Guayas",75.0,"2- B,S","earthy, nutty, black pepper",2.75
1843,Blend,Duo- Gran Couva & Camino Verde,75.0,"2- B,S","intense floral, slight woody",3.5
1844,Trinidad,Gran Couva,70.0,"2- B,S","mellow, fruity, brownie",3.75
1845,Bolivia,"Silvestre, La Paz, Beni",70.0,"2- B,S","slow, sweet, spicy",3.25
1846,Trinidad,"San Juan Estate, Gran Couva",70.0,"2- B,S*","maple, spicy, cocoa",3.25
1847,Tanzania,Kokoa Kamili,72.0,"2- B,S","rich cocoa, dried fruit",3.5
1848,Vietnam,Lam Dong,72.0,"2- B,S","cocoa, melon, dairy",3.75
1849,Guatemala,Lachua,70.0,"2- B,S","fruity, off rubber",2.75
1850,Belize,Maya Mtn,72.0,"2- B,S","strawberry, savory",3.0
1851,Peru,Maranon,72.0,"2- B,S","grape, pungent, off sour",2.75
1852,Haiti,Pisa,70.0,"2- B,S","sticky, bold, nutty, fig",3.5
1853,Dominican Republic,Dominican Republic,75.0,"2- B,S","creamy, burnt rubber, off",2.75
1854,Peru,"Maranon, batch 28",70.0,"2- B,S","intense spicy, floral",3.5
1855,Fiji,Matasawalevu,76.0,"2- B,S","intense, bitter, spicy",3.0
1856,Belize,Maya Mtn,75.0,"2- B,S","fig, sour, rubbery",3.25
1857,Madagascar,Sambirano,76.0,"2- B,S","fruit, sour, roasty",3.25
1858,Dominican Republic,Caribe,76.0,"2- B,S","cocoa, earthy, roasty",3.25
1859,Peru,Chilique,71.0,"2- B,S","sandy, fruit, cocoa, sour",3.5
1860,Bolivia,"Alto Beni, batch 100518",76.0,"2- B,S","harsh, tobacco, roasty",2.75
1861,Philippines,South Cotabato,76.0,"2- B,S","burnt caramel, coffee",3.0
1862,Blend,South America,65.0,"3- B,S,V","mild nutty, basic cocoa",3.5
1863,Bolivia,Alto Beni,70.0,"2- B,S","gritty, woody, acidic",3.0
1864,Dominican Republic,"Oko Caribe, batch 4",70.0,"2- B,S","mild spice, grapes",3.5
1865,Guatemala,"Lachua, Q'egchi families",70.0,"2- B,S","intense, blackberry, acidic",3.5
1866,Tanzania,Kilombero Valley,70.0,"2- B,S","sour, earthy, roasty",3.25
1867,Guatemala,Guatemala,75.0,"3- B,S,C","fatty, woody, poor aftertaste",2.75
1868,Dominican Republic,Dominican Republic,75.0,"3- B,S,C","rubbery, buttery, soil",2.75
1869,Colombia,Colombia,75.0,"3- B,S,C","nut, roasty, high astringent",3.0
1870,Peru,Peru,55.0,"4- B,S,C,V","gritty, sweet, off",2.5
1871,Peru,Peru,70.0,"4- B,S,C,V","gritty, earthy, melon",2.75
1872,Madagascar,Madagascar,70.0,"3- B,S,C","mild tart, wine, red fruit, long",4.0
1873,Madagascar,Madagascar,75.0,"3- B,S,C","simple red berry, rich, long",4.0
1874,Madagascar,Madagascar,67.0,"3- B,S,C","creamy, fruit forward, rich",3.5
1875,Venezuela,"Rio Caribe, Paria Penninsula",70.0,"3- B,S,C","earthy, nutty",3.5
1876,Blend,Signature Blend,70.0,"3- B,S,C","smooth, red berry, cocoa",3.75
1877,Peru,"Piura, Choc. Garage Exclusive",67.0,"3- B,S,C","creamy, cocoa, grapes",4.0
1878,Madagascar,"Madagascar, w/ shell",73.0,"2- B,S*","sticky, mild citrus, earthy",2.25
1879,Madagascar,"Madagascar, w/ shell",64.0,"2- B,S*","coarse, sweet, tart, earthy",2.75
1880,Dominican Republic,Dominican Republic,82.0,"3- B,S,C","coarse, earthy, sweet",3.0
1881,Fiji,Fiji,75.0,"3- B,S*,C","mild smokey, black licorice",3.0
1882,Peru,"Ucayali, batch PR-17",70.0,"4- B,S,C,L","off aroma, anise, dried fruit",3.25
1883,Mexico,"Porcelana, Tabasco, Limited Ed.",72.0,"5- B,S,C,V,L","mild tart, long and rich",4.0
1884,Indonesia,"Kendem Lembu, Java",72.0,"5- B,S,C,V,L","red fruit, smokey, sour",3.0
1885,Venezuela,"Ocumare, Puerto Cabello, Venezuela",72.0,"5- B,S,C,V,L","rich cocoa, marshmallow",3.75
1886,Blend,"Cabosse, Venezuela, Java",70.0,"5- B,S,C,V,L","rich cocoa, tart citrus",4.0
1887,Ecuador,"Los Rios, Puerto Romero, Equateur",72.0,"5- B,S,C,V,L","creamy, cocoa, grassy",3.75
1888,Madagascar,"Sambirano, Ambanja, Madagascar",72.0,"5- B,S,C,V,L","tangy, floral, spicy, cocoa",4.0
