,REF,bar_name,company,cocoa_%,ingredients,rating
1694,1462,Nicaragua,Muchomas (Mesocacao),80.0,"3- B,S,C",3.5
1695,2190,Chuao,Musee du Chocolat Theobroma,70.0,"2- B,S",3.5
1696,1896,"Oko Caribe, batch 1 SRB",Mutari,71.0,"2- B,S",2.75
1697,1896,"Kokoa Kamili, batch 1 SRB",Mutari,68.0,"2- B,S",2.75
1698,1900,"Ambanja, batch 1 SRB",Mutari,68.0,"2- B,S",2.75
1699,1900,"Tien Giang, batch 1 SRB",Mutari,80.0,"2- B,S",3.0
1700,1049,"Costa Rica, Oscuro",Nahua,58.0,"3- B,S,C",2.5
1701,1049,"Costa Rica, Oscuro",Nahua,70.0,"3- B,S,C",3.0
1702,867,Grenada,Naive,71.0,"4- B,S,C,V",2.5
1703,1046,Trinidad & Tobago,Naive,70.0,"4- B,S,C,L",3.75
1704,1133,"Maranon Canyon, Fortunato No. 4",Naive,78.0,"4- B,S,C,L",3.75
1705,1379,Nicaragua,Naive,70.0,"4- B,S,C,L",3.25
1706,1399,"Chuao, lot 0077",Naive,75.0,"4- B,S,C,L",2.75
1707,1399,"Barinas, lot 0077",Naive,70.0,"4- B,S,C,L",3.0
1708,2418,"Finca Concepcion, nano-lot",Naive,70.0,"3- B,S,C",3.25
1709,2458,"Rugoso, nanolot for Cacao Review",Naive,67.0,"3- B,S,C",2.75
1710,1007,Criollo Blend,Nanea,85.0,"3- B,S,C",3.5
1711,1403,Peru,Nathan Miller,72.0,"2- B,S",2.25
1712,1403,Hispaniola,Nathan Miller,70.0,"2- B,S*",2.5
1713,1403,Madagascar,Nathan Miller,73.5,"2- B,S",2.5
1714,1403,Ghana,Nathan Miller,70.0,"3- B,S,C",3.5
1715,2060,"Hispaniola, batch 170308",Nearynogs,70.0,"2- B,S",3.25
1716,15,West Africa,Neuhaus (Callebaut),73.0,"5- B,S,C,V,L",2.0
1717,15,Sao Tome,Neuhaus (Callebaut),75.0,"5- B,S,C,V,L",2.75
1718,24,Ocumare,Neuhaus (Callebaut),71.0,"5- B,S,C,V,L",3.0
1719,135,Dark,Neuhaus (Callebaut),73.0,"5- B,S,C,V,L",1.0
1720,230,Manickchand Estate,Neuhaus (Callebaut),67.0,"5- B,S,C,V,L",3.75
1721,531,Papua New Guinea,Neuhaus (Callebaut),70.0,"5- B,S,C,V,L",2.5
1722,1526,Patanemo,Nibble,72.0,"2- B,S",2.25
1723,1526,Elvesia P.,Nibble,72.0,"2- B,S",2.75
1724,1526,"Ambanja, Sambirano Valley",Nibble,72.0,"2- B,S",3.0
1725,1526,Tumbes,Nibble,72.0,"2- B,S",3.0
1726,2134,Bahia,Nibble,72.0,"2- B,S",3.0
1727,2732,"Linhares, lot 0321, 2021 harvest",Nicolas,71.0,"3- B,S,C",3.25
1728,2732,Terruc Tuere,Nicolas,72.0,"3- B,S,C",3.0
1729,1022,Peru,Night Owl,75.0,"3- B,S,C",2.75
1730,1022,Ecuador,Night Owl,75.0,"3- B,S,C",3.5
1731,2398,"Los Rios, Dec. 2018 H., Batch 2",Nikoa,72.0,"3- B,S,C",3.75
1732,2142,Chazuta,Nina,70.0,"3- B,S,C",3.0
1733,2158,"Kokoa Kamili, Kilobmbero batch TK186",Ninth (9th) & Larkin,72.0,"3- B,S,C",3.0
1734,2162,"Ben Tre, batch VNBT186",Ninth (9th) & Larkin,72.0,"3- B,S,C",2.75
1735,2174,Oko Caribe,Ninth (9th) & Larkin,72.0,"3- B,S,C",3.0
1736,2282,"Matasawalevu, batch FJMA1",Ninth (9th) & Larkin,74.0,"3- B,S,C",2.75
1737,2394,"Sierra Nevada, batch CSN192",Ninth (9th) & Larkin,72.0,"3- B,S,C",3.25
1738,1295,Ghana,Noble Bean aka Jerjobo,75.0,"4- B,S*,V,L",3.0
1739,1299,Moho Valley,Noble Bean aka Jerjobo,75.0,"4- B,S*,V,L",3.0
1740,1299,Maranon Canyon,Noble Bean aka Jerjobo,75.0,"4- B,S*,V,L",3.25
1741,837,Venezuela,Noir d' Ebine,70.0,"3- B,S,C",3.0
1742,841,Ecuador,Noir d' Ebine,70.0,"3- B,S,C",3.0
1743,2736,Zorzal Republic,Nostalgia,70.0,"2- B,S",3.5
1744,2756,Bejofo,Nostalgia,70.0,"2- B,S",3.25
1745,2760,Anamalai,Nostalgia,70.0,"2- B,S",3.75
1746,2760,Tabasco,Nostalgia,67.0,"2- B,S",3.0
1747,2760,Ucayali,Nostalgia,70.0,"2- B,S",3.0
1748,2760,Kokoa Kamili,Nostalgia,70.0,"2- B,S",3.5
1749,931,"La Patriota, cacao Indio, purple label",Nova Monda,70.0,"2- B,S",3.0
1750,935,"La Dalia, Matagalpa,cacao Bisesto,green label",Nova Monda,75.0,"2- B,S",2.75
1751,935,"Punta Galera, cacao Nacional, gold label",Nova Monda,80.0,"2- B,S",3.25
1752,1454,"Ghana, 2013, batch 3581",Nuance,70.0,"2- B,S",3.75
1753,1458,"Ecuador, 2013",Nuance,70.0,"2- B,S",2.75
1754,1458,"Canoabo, 2013, batch 2642",Nuance,70.0,"2- B,S",3.0
1755,1458,"Sambirano Valley, 2012, batch 3062",Nuance,70.0,"2- B,S",3.5
1756,1470,La Red,Nuance,70.0,"2- B,S",3.75
1757,2486,"Akwa Ibom, 2017 h., batch 19762",Nuance,70.0,"3- B,S,C",3.0
1758,2486,"Lam Dong, 2016 h., batch 20111",Nuance,70.0,"3- B,S,C",3.25
1759,1876,Fazenda Leolinda,Nugali,70.0,"3- B,S,C",3.5
1760,478,Jamaica,Oakland Chocolate Co.,70.0,"5- B,S,C,V,L",2.5
1761,1638,"Pangoa, w/ nibs",Obolo,70.0,"2- B,S",3.75
1762,2386,"Pangoa, 2018, batch 1584 - E",Obolo,70.0,"2- B,S",3.75
1763,1558,Virunga,Ocelot,70.0,"3- B,S,C",3.75
1764,1558,Piura,Ocelot,75.0,"3- B,S,C",4.0
1765,1411,"PNG, Devotion, batch 96, gogol naru",Ocho,66.0,"2- B,S",2.75
1766,1411,"PNG, Revolution, WAG1",Ocho,70.0,"2- B,S",3.0
1767,1411,"PNG, Voodoo, batch 95",Ocho,88.0,"2- B,S",3.25
1768,1411,"PNG, Nib Bar, WAG1",Ocho,74.0,"2- B,S",3.5
1769,1760,Sang Yum Coop,Ocho,100.0,1- B,2.75
1770,1760,Sang Yum Coop,Ocho,70.0,"2- B,S",3.5
1771,2490,Cahabon,Odyssey,70.0,"2- B,S",3.0
1772,2494,Kokoa Kamili,Odyssey,70.0,"2- B,S",3.0
1773,2494,Bundibugyo,Odyssey,70.0,"2- B,S",3.25
1774,2494,Idukki Hills,Odyssey,70.0,"2- B,S",3.25
1775,2494,"Tranquilidad, Wild",Odyssey,70.0,"2- B,S",3.75
1776,2498,Arhuaca,Odyssey,70.0,"2- B,S",3.25
1777,2498,Ben Tre,Odyssey,70.0,"2- B,S",3.75
1778,2566,Pisa,Odyssey,70.0,"2- B,S",3.75
1779,2582,"Elegant Asian Blend"", Vietnam, India",Odyssey,100.0,1- B,3.0
1780,2582,Hawaii Kona,Odyssey,70.0,"2- B,S",3.25
1781,2696,Ucayali,Odyssey,70.0,"2- B,S",3.25
1782,2704,Chuao,Odyssey,80.0,"2- B,S",3.0
1783,2704,Chuao,Odyssey,70.0,"2- B,S",3.5
1784,1594,"San Juan Estate, Gran Couva",Ohiyo,70.0,"3- B,S,C",2.75
1785,1598,Tanzania,Ohiyo,70.0,"3- B,S,C",3.0
1786,761,"Sylvestre, Oialla",Oialla by Bojessen (Malmo),70.0,"2- B,S",3.5
1787,2142,Beniano,Oialla by Bojessen (Malmo),78.0,"3- B,S,C",3.75
1788,457,"Dark 67, Ghana, Domin. Rep",Olive and Sinclair,67.0,"3- B,S,C",2.75
1789,457,"Dark 75, Ghana, Domin. Rep",Olive and Sinclair,75.0,"3- B,S,C",3.0
1790,486,Dominican Republic prototype,Olive and Sinclair,72.0,"3- B,S,C",3.0
1791,486,Ghana prototype,Olive and Sinclair,72.0,"3- B,S,C",3.0
1792,688,Carribean-Raw,Olivia,76.0,"5- B,S,C,V,L",2.0
1793,688,Carribean,Olivia,76.0,"5- B,S,C,V,L",2.75
1794,688,Carribean,Olivia,85.0,"5- B,S,C,V,L",2.75
1795,688,Carribean-Raw,Olivia,85.0,"5- B,S,C,V,L",3.0
1796,693,Ghana,Omanhene,80.0,"4- B,S,C,L",2.75
1797,1247,Papua New Guinea,Omnom,70.0,"3- B,S,C",3.0
1798,1247,Madagascar,Omnom,66.0,"3- B,S,C",3.5
1799,1816,"Kakao Kamili, Kilombero Valley",Omnom,70.0,"3- B,S,C",3.75
1800,2036,Nicaragua,Omnom,73.0,"3- B,S,C",3.0
1801,2514,"Sambirano, Northern Ambanja, 2018 Harvest",Or Dubh,70.0,"2- B,S",3.25
1802,2518,"Ben Tre, Mekond Delta, 2018 H.",Or Dubh,70.0,"2- B,S",3.25
1803,2518,"Kokoa Kamili, Kilombero Valley, 2018 H.",Or Dubh,70.0,"2- B,S",3.5
1804,2676,"San Ignacio, 2020 Harvest, Cajamarca, b. 6/10-1",Orfeve,70.0,"3- B,S,C",3.25
1805,2676,"Bejofo Estate, 2019 Harvest, b. 4/6-2",Orfeve,75.0,"3- B,S,C",3.5
1806,2680,"Tumaco, 2019 Harvest, b. 3/8-2",Orfeve,75.0,"3- B,S,C",2.75
1807,2680,"Piura, Gran Blanco, 2019 Harvest, b. 7/9-2",Orfeve,75.0,"3- B,S,C",3.25
1808,1161,Maya Mountain,organicfair,74.0,"3- B,S,C",2.75
1809,1165,La Red,organicfair,72.0,"3- B,S,C",2.75
1810,1165,Nicaraqua,organicfair,72.0,"3- B,S,C",2.75
1811,1165,Caribe,organicfair,72.0,"3- B,S,C",3.0
1812,1165,Mindo,organicfair,72.0,"3- B,S,C",3.0
1813,2076,Panama,organicfair,71.0,"3- B,S,C",3.0
1814,331,"D.R. Congo, Cru Virunga",Original Beans (Felchlin),70.0,"3- B,S,C",3.0
1815,341,"Piura, Apotequil, ""Porcelana"" 72hr c.",Original Beans (Felchlin),75.0,"3- B,S,C",3.0
1816,341,"Alto Beni, Wild Harvest, Itenez R., 60hr c.",Original Beans (Felchlin),68.0,"3- B,S,C",3.25
1817,733,"Alto Beni, Wild Harvest, Itenez R. 24hr c.",Original Beans (Felchlin),66.0,"3- B,S,C",3.75
1818,1438,Papua Kerafat,Original Beans (Felchlin),68.0,"3- B,S,C",2.75
1819,1442,"Grand Cru Blend No.1, 5 yr. Anniversary Ed",Original Beans (Felchlin),80.0,"2- B,S",3.25
1820,24,"Hawai'i Island, Kona Estate, Hualalai Mtn",Original Hawaiin Chocolate Factory,60.0,"5- B,S,C,V,L",3.0
1821,316,"Hawai'i Island, Kona Grand Cru E.",Original Hawaiin Chocolate Factory,60.0,"5- B,S,C,V,L",3.0
1822,859,Peru,Orquidea,65.0,"4- B,S,C,L",3.0
1823,859,Peru,Orquidea,72.0,"4- B,S,C,L",3.0
1824,224,Esmeraldas,Pacari,60.0,"4- B,S,C,L",2.75
1825,224,Los Rios,Pacari,72.0,"4- B,S,C,L",3.0
1826,224,Manabi,Pacari,65.0,"4- B,S,C,L",3.0
1827,266,Raw,Pacari,100.0,"3- B,S,C",2.0
1828,266,Raw,Pacari,70.0,"4- B,S,C,L",3.5
1829,721,Nube- prototype,Pacari,70.0,"4- B,S,C,L",3.5
1830,817,"Ecuador, raw",Pacari,85.0,"4- B,S,C,L",2.75
1831,863,Piura,Pacari,70.0,"4- B,S,C,L",4.0
1832,1415,Garaua,Pacari,70.0,"4- B,S,C,L",3.25
1833,1415,Cumbia,Pacari,70.0,"4- B,S,C,L",3.5
1834,1415,Montubia,Pacari,70.0,"4- B,S,C,L",3.75
1835,1415,Tangara,Pacari,70.0,"4- B,S,C,L",4.0
1836,1848,"Sierra Nevada, Tutu Iku",Pacari,70.0,"4- B,S,C,L",4.0
1837,2230,Haiti,Palet D'Or,70.0,"5- B,S,C,V,L",3.5
1838,2234,Vietnam,Palet D'Or,72.0,"5- B,S,C,V,L",3.25
1839,2234,Cuba,Palet D'Or,72.0,"5- B,S,C,V,L",3.75
1840,1239,"Alto Beni, Palos Blancos",Palette de Bine,72.0,"2- B,S",2.75
1841,1239,Sambirano,Palette de Bine,78.0,"2- B,S",3.75
1842,1303,"Camino Verde P., Balao, Guayas",Palette de Bine,75.0,"2- B,S",2.75
1843,1399,Duo- Gran Couva & Camino Verde,Palette de Bine,75.0,"2- B,S",3.5
1844,1399,Gran Couva,Palette de Bine,70.0,"2- B,S",3.75
1845,1570,"Silvestre, La Paz, Beni",Palette de Bine,70.0,"2- B,S",3.25
1846,1570,"San Juan Estate, Gran Couva",Palette de Bine,70.0,"2- B,S*",3.25
1847,1574,Kokoa Kamili,Palette de Bine,72.0,"2- B,S",3.5
1848,1574,Lam Dong,Palette de Bine,72.0,"2- B,S",3.75
1849,1720,Lachua,Palette de Bine,70.0,"2- B,S",2.75
1850,1720,Maya Mtn,Palette de Bine,72.0,"2- B,S",3.0
1851,1992,Maranon,Palette de Bine,72.0,"2- B,S",2.75
1852,1992,Pisa,Palette de Bine,70.0,"2- B,S",3.5
1853,2000,Dominican Republic,Palette de Bine,75.0,"2- B,S",2.75
1854,2286,"Maranon, batch 28",Palette de Bine,70.0,"2- B,S",3.5
1855,1860,Matasawalevu,Pangea,76.0,"2- B,S",3.0
1856,2298,Maya Mtn,Pangea,75.0,"2- B,S",3.25
1857,2298,Sambirano,Pangea,76.0,"2- B,S",3.25
1858,2302,Caribe,Pangea,76.0,"2- B,S",3.25
1859,2302,Chilique,Pangea,71.0,"2- B,S",3.5
1860,2334,"Alto Beni, batch 100518",Pangea,76.0,"2- B,S",2.75
1861,2334,South Cotabato,Pangea,76.0,"2- B,S",3.0
1862,1363,South America,Park 75,65.0,"3- B,S,V",3.5
1863,1251,Alto Beni,Parliament,70.0,"2- B,S",3.0
1864,1255,"Oko Caribe, batch 4",Parliament,70.0,"2- B,S",3.5
1865,1542,"Lachua, Q'egchi families",Parliament,70.0,"2- B,S",3.5
1866,1856,Kilombero Valley,Parliament,70.0,"2- B,S",3.25
1867,2274,Guatemala,Parre Chocolat,75.0,"3- B,S,C",2.75
1868,2274,Dominican Republic,Parre Chocolat,75.0,"3- B,S,C",2.75
1869,2278,Colombia,Parre Chocolat,75.0,"3- B,S,C",3.0
1870,1137,Peru,Pascha,55.0,"4- B,S,C,V",2.5
1871,1137,Peru,Pascha,70.0,"4- B,S,C,V",2.75
1872,196,Madagascar,Patric,70.0,"3- B,S,C",4.0
1873,331,Madagascar,Patric,75.0,"3- B,S,C",4.0
1874,439,Madagascar,Patric,67.0,"3- B,S,C",3.5
1875,439,"Rio Caribe, Paria Penninsula",Patric,70.0,"3- B,S,C",3.5
1876,636,Signature Blend,Patric,70.0,"3- B,S,C",3.75
1877,1034,"Piura, Choc. Garage Exclusive",Patric,67.0,"3- B,S,C",4.0
1878,1271,"Madagascar, w/ shell",Paul Young,73.0,"2- B,S*",2.25
1879,1271,"Madagascar, w/ shell",Paul Young,64.0,"2- B,S*",2.75
1880,1454,Dominican Republic,Peppalo,82.0,"3- B,S,C",3.0
1881,2258,Fiji,Perrenial,75.0,"3- B,S*,C",3.0
1882,2294,"Ucayali, batch PR-17",Petite Patrie,70.0,"4- B,S,C,L",3.25
1883,81,"Porcelana, Tabasco, Limited Ed.",Pierre Marcolini,72.0,"5- B,S,C,V,L",4.0
1884,93,"Kendem Lembu, Java",Pierre Marcolini,72.0,"5- B,S,C,V,L",3.0
1885,93,"Ocumare, Puerto Cabello, Venezuela",Pierre Marcolini,72.0,"5- B,S,C,V,L",3.75
1886,111,"Cabosse, Venezuela, Java",Pierre Marcolini,70.0,"5- B,S,C,V,L",4.0
1887,129,"Los Rios, Puerto Romero, Equateur",Pierre Marcolini,72.0,"5- B,S,C,V,L",3.75
1888,141,"Sambirano, Ambanja, Madagascar",Pierre Marcolini,72.0,"5- B,S,C,V,L",4.0
1889,166,"Fleur de Cacao, Venezuela/ Ghana",Pierre Marcolini,85.0,"5- B,S,C,V,L",3.5
1890,414,"Bahia Brazil, Fazenda Sao Pedro",Pierre Marcolini,72.0,"5- B,S,C,V,L",3.0
1891,445,"Porcelana, Tabasco, Finca La Joya",Pierre Marcolini,72.0,"5- B,S,C,V,L",3.0
1892,478,Chuao,Pierre Marcolini,75.0,"5- B,S,C,V,L",3.0
1893,478,Trinite,Pierre Marcolini,75.0,"5- B,S,C,V,L",3.25
1894,516,Baracoa,Pierre Marcolini,78.0,"5- B,S,C,V,L",3.75
1895,531,"Peru, Las Pampas P.",Pierre Marcolini,85.0,"5- B,S,C,V,L",3.0
1896,1658,"Haut Penja, w/ nibs",Pierre Marcolini,70.0,"5- B,S,C,V,L",3.25
1897,2342,"Sambirano, Rieur, Ambanja",Pierre Marcolini,76.0,"4- B,S,C,L",3.0
1898,2342,"Haut Penja, Transporte",Pierre Marcolini,70.0,"4- B,S,C,L",3.0
1899,2700,"Hainan, lot 218012",Pierre Marcolini,72.0,"4- B,S,C,L",3.5
1900,2462,"Dak Nong, batch 405",Piety and Desire,70.0,"3- B,S,C",3.0
1901,2462,"Kokoa Kamili, Kilombero Valley, batch 304",Piety and Desire,70.0,"3- B,S,C",3.5
1902,2462,Kerla,Piety and Desire,73.0,"3- B,S,C",3.5
1903,1772,Wampusirpi Region,Pinellas,80.0,"4- B,S,V,L",2.5
1904,1311,Akesson Estate,Pitch Dark,73.0,"2- B,S",3.25
1905,1315,Namau Village,Pitch Dark,73.0,"2- B,S",2.5
1906,1319,"Camino Verde P., Balao, Guayas, ""Fruity""",Pitch Dark,73.0,"2- B,S",3.25
1907,1319,"Camino Verde P., Balao, Guayas, ""Floral""",Pitch Dark,73.0,"2- B,S",3.5
1908,1506,Tenor,Pitch Dark,62.0,"3- B,S,C",2.5
1909,1506,Johe,Pitch Dark,80.0,"2- B,S",2.75
1910,1510,Chuno,Pitch Dark,80.0,"3- B,S,C",2.75
1911,1510,Nicalizo,Pitch Dark,80.0,"3- B,S,C",2.75
1912,1510,Rugoso,Pitch Dark,80.0,"2- B,S",3.25
1913,2530,"Tranquilidad, ""Wild Bolivia""",Pollinator,70.0,"3- B,S,C",3.0
1914,2530,Zorzal Plantation,Pollinator,70.0,"3- B,S,C",3.0
1915,2530,Tanzania,Pollinator,70.0,"3- B,S,C",3.25
1916,829,"La Red, 2011",Pomm (aka Dead Dog),76.0,"3- B,S,C",2.5
1917,829,"Peru, batch 1",Pomm (aka Dead Dog),82.0,"3- B,S,C",2.75
1918,2582,Haiti,Poppy and Peep,71.0,"3- B,S,C",2.75
1919,2582,Guatemala,Poppy and Peep,76.0,"3- B,S,C",3.0
1920,2586,Ghana,Poppy and Peep,66.0,"3- B,S,C",3.0
1921,607,"Upala, Batch 12",Potomac,82.0,"2- B,S",3.75
1922,647,Upala w/ nibs,Potomac,70.0,"2- B,S",3.5
1923,654,"Upala, Batch 18",Potomac,70.0,"2- B,S",3.0
1924,789,"San Martin, Amazonian Highlands",Potomac,70.0,"2- B,S",2.75
1925,789,Bahia,Potomac,70.0,"2- B,S",3.5
1926,1387,"Cuyagua, 2013",Potomac,70.0,"2- B,S",3.75
1927,1820,"Oko Caribe, Duarte Province, 2016 H.",Potomac,70.0,"2- B,S",3.75
1928,2076,Tumaco,Potomac,70.0,"2- B,S",4.0
1929,2538,"Semuliki Forest, batch 20035",Potomac,75.0,"2- B,S",3.75
1930,2622,"Ucayali, batch 200105",Potomac,70.0,"2- B,S",3.75
1931,32,Jamaique,Pralus,75.0,"4- B,S,C,L",3.75
1932,40,Vanuatu,Pralus,75.0,"4- B,S,C,L",3.0
1933,93,Fortissima,Pralus,80.0,"4- B,S,C,L",3.75
1934,99,Cuba,Pralus,75.0,"4- B,S,C,L",3.0
1935,99,"Caracas, Venezuela and Ghana",Pralus,75.0,"4- B,S,C,L",3.0
1936,99,"Djakarta, Java and Ghana",Pralus,75.0,"4- B,S,C,L",3.5
1937,105,"Monte Alegre (Itacare), Brazil",Pralus,75.0,"4- B,S,C,L",3.0
1938,162,Claudio Corallo w/ nibs,Pralus,75.0,"4- B,S,C,L",4.0
1939,202,"Sambirano Valley, Le 100%",Pralus,100.0,"2- B,C",3.0
1940,280,Dominican Republic-Organic,Pralus,75.0,"4- B,S,C,L",2.0
1941,280,"Monte Alegre, Diego Badero",Pralus,75.0,"4- B,S,C,L",3.5
1942,451,Cuyagua,Pralus,75.0,"4- B,S,C,L",2.0
1943,486,Chuao,Pralus,75.0,"4- B,S,C,L",3.5
1944,717,"Porcelana, S. of Lake Maracaibo",Pralus,75.0,"4- B,S,C,L",3.25
1945,1446,Peru,Pralus,75.0,"3- B,S,C",3.25
1946,2406,Papouasie,Pralus,75.0,"4- B,S,C,L",3.0
1947,2410,Java,Pralus,75.0,"4- B,S,C,L",3.0
1948,2410,Barlovento,Pralus,75.0,"4- B,S,C,L",3.0
1949,2410,Trinidad,Pralus,75.0,"4- B,S,C,L",3.25
1950,2410,Sao Tome & Principe,Pralus,75.0,"4- B,S,C,L",3.5
1951,2414,Nosy Be Isle.,Pralus,75.0,"4- B,S,C,L",3.0
1952,2414,Ghana,Pralus,75.0,"4- B,S,C,L",3.25
1953,2414,Tanzanie,Pralus,75.0,"4- B,S,C,L",3.5
1954,2418,Colombie,Pralus,75.0,"4- B,S,C,L",3.0
1955,2418,Equateur,Pralus,75.0,"4- B,S,C,L",3.5
1956,2118,"Kokoa Kamili, 2018 Harvest",Primo Botanica,75.0,"2- B,S*",3.25
1957,2118,Choba Choba,Primo Botanica,75.0,"2- B,S*",3.25
1958,2318,Vietnam,Public Chocolatory,70.0,"2- B,S",2.75
1959,1223,"Patanemo, Carabobo, Tisano family, b. 3211",Pump Street Bakery,75.0,"3- B,S,C",2.75
1960,1223,Guantupi River,Pump Street Bakery,75.0,"3- B,S,C",3.0
1961,1223,"Akessons Estate, Sambirano, Ambanja, b. 3212",Pump Street Bakery,72.0,"3- B,S,C",3.25
1962,1227,Guantupi River,Pump Street Bakery,85.0,"3- B,S,C",2.75
1963,1502,"Crayfish Bay Estate, 2014",Pump Street Bakery,70.0,"3- B,S,C",3.5
1964,1530,"Akesson's, batch 4411",Pump Street Bakery,74.0,"3- B,S,C",3.5
1965,1688,Honduras,Pump Street Bakery,80.0,"3- B,S,C",2.75
1966,1872,"Chocoan Rainforest, Teroro Escondido, ESM",Pump Street Bakery,77.0,"3- B,S,C",3.5
1967,1956,"Bachelor's Hall, batch 6911",Pump Street Bakery,75.0,"2- B,S",3.75
1968,2166,"Guadalcanal, Tenaru, David Natei F.",Pump Street Bakery,72.0,"3- B,S,C",3.25
1969,931,Venezuela,Pura Delizia,73.0,"4- B,S,C,L",2.75
1970,1984,Vietnam,Pura Delizia,75.0,"4- B,S,C,L",3.5
1971,1988,Ecuador,Pura Delizia,73.0,"4- B,S,C,L",3.25
1972,1988,Papua New Guinea,Pura Delizia,75.0,"4- B,S,C,L",3.25
1973,1988,Philippines,Pura Delizia,66.0,"4- B,S,C,L",3.5
1974,1988,Dominican,Pura Delizia,65.0,"4- B,S,C,L",3.75
1975,935,Brazil,Q Chocolate,60.0,"3- B,S,C",3.0
1976,935,Brazil,Q Chocolate,65.0,"3- B,S,C",3.25
1977,1057,Brazil,Q Chocolate,75.0,"3- B,S,C",3.25
1978,1057,Brazil,Q Chocolate,85.0,"3- B,S,C",3.5
1979,1069,Brazil,Q Chocolate,55.0,"3- B,S,C",2.75
1980,1069,Brazil,Q Chocolate,80.0,"3- B,S,C",3.25
1981,2238,"Bagua, Amazonas",Qantu,70.0,"3- B,S,C",3.0
1982,2426,"Chunchu, Ayacucho, lot 208",Qantu,70.0,"3- B,S,C",3.75
1983,2470,"Morropon, Piura, AoC Golden Bean 2018",Qantu,70.0,"3- B,S,C",3.5
1984,2506,"Piura, Gran Blanco, lot 400",Qantu,70.0,"3- B,S,C",4.0
1985,2594,"Chaska, Junin, lot 425",Qantu,70.0,"3- B,S,C",3.75
1986,1796,"Mexico, Lot 28022016",Quetzalli (Wolter),70.0,"3- B,S,C",2.75
1987,1800,"Uranga, Lot 22032016",Quetzalli (Wolter),74.0,"3- B,S,C",3.0
1988,785,La Red,Raaka,85.0,"3- B,S,C",3.5
1989,959,Madagascar,Raaka,75.0,"3- B,S,C",3.25
1990,1708,Virunga,Raaka,75.0,"3- B,S,C",2.75
1991,1788,"Amazon Basin Blend- SMartin,Pangoa,nacional",Raaka,70.0,"3- B,S,C",3.0
1992,2032,"Pisa, unroasted",Raaka,70.0,"3- B,S,C",3.25
1993,2032,"Pisa, roasted",Raaka,70.0,"3- B,S,C",3.5
1994,470,Suchitepequez E.,Rain Republic,70.0,"5- B,S,C,V,L",2.75
1995,565,Ecuador,Rancho San Jacinto,75.0,"3- B,S,C",3.0
1996,1558,"San Martin, Batch 2",Ranger,70.0,"2- B,S",2.5
1997,1562,"Chulucanas, Batch 1",Ranger,80.0,"2- B,S",3.25
1998,1562,"Tumbes, Batch 2",Ranger,73.0,"2- B,S",3.5
1999,2668,Soconusco,Ranger,70.0,"2- B,S",3.25
2000,1872,Piura,Raoul Boulanger,75.0,"3- B,S,C",3.25
2001,2158,"Kokoa Kamili, Kilombero batch IT7507",Raphio,72.0,"3- B,S,C",3.75
2002,2158,"El Gran Sapasoa, batch IP7487",Raphio,72.0,"3- B,S,C",3.75
2003,2166,Camino Verde,Raphio,72.0,"3- B,S,C",3.5
2004,2330,"Oko Caribe, San Fran. De Macoris, El Cibao",Raphio,72.0,"3- B,S,C",3.5
2005,2334,Matagalpa,Raphio,72.0,"3- B,S,C",3.5
2006,2618,"Suhum Region, ABOCFA, b. IG7720",Raphio,72.0,"3- B,S,C",3.5
2007,867,Raw,Raw Cocoa,70.0,"3- B,S,C",2.5
2008,147,Manabi,Republica del Cacao (aka Confecta),75.0,"4- B,S,C,L",3.0
2009,147,El Oro,Republica del Cacao (aka Confecta),67.0,"4- B,S,C,L",3.5
2010,170,Los Rios,Republica del Cacao (aka Confecta),75.0,"4- B,S,C,L",3.75
2011,439,"Los Rios, Vinces",Republica del Cacao (aka Confecta),75.0,"4- B,S,C,L",2.5
2012,494,Esmeraldas,Republica del Cacao (aka Confecta),75.0,"4- B,S,C,L",3.25
2013,745,Costa Rica,Ritual,75.0,"2- B,S",3.5
2014,891,"Sambirano, 2011 harvest, batch 1",Ritual,75.0,"2- B,S",4.0
2015,967,"Camino Verde P., 2012, Balao, Guayas, batch 1",Ritual,75.0,"2- B,S",3.25
2016,979,"Gran Couva, 2012 harvest, batch 001",Ritual,75.0,"2- B,S",3.5
2017,1089,"Toledo District, Maya, batch 001",Ritual,75.0,"2- B,S",3.75
2018,1181,"Maranon, Cajamarca, batch 002",Ritual,75.0,"2- B,S",3.0
2019,1466,"Camino Verde P., Balao, Guayas, 2014, b. 001",Ritual,85.0,"2- B,S",3.5
2020,1466,"Mid Mountain, 2014, batch 002",Ritual,70.0,"2- B,S",3.5
2021,1860,"Camino Verde P., Balao, 2015 harvest, batch8",Ritual,75.0,"2- B,S",3.75
2022,2008,Xoconusco,Ritual,75.0,"3- B,S,C",3.75
2023,2282,"La Colonia, Enliven Cacao",Ritual,70.0,"2- B,S",3.5
2024,2418,"Jagassar Estate, Moruga Region, microlot",Ritual,80.0,"2- B,S",3.5
2025,2514,"Sambirano, 2019 h., batch 7",Ritual,75.0,"3- B,S,C",3.5
2026,2080,"Kokoa Kamili, Morogoro",River-Sea,72.0,"3- B,S,C",3.0
2027,2354,"Vanua Levu, Matasawalevu",River-Sea,70.0,"3- B,S,C",2.5
2028,2354,Ucayali,River-Sea,70.0,"3- B,S,C",2.5
2029,1844,"La Dorado, light roast",Roasting Masters,70.0,"2- B,S",3.25
